code_insee;val_ind;conc_pm10;conc_pm25;conc_no2;conc_so2;conc_o3;poll_resp;date_run;date_ech
45038;4;19.6;10.1;19.9;0.5;175.9;o3;14/06/2023;15/06/2023
45046;4;19.4;10.9;20.2;0.4;165;o3;14/06/2023;15/06/2023
45308;4;19.2;10.6;20.7;0.5;176.1;o3;14/06/2023;15/06/2023
37265;4;15.1;8.8;14.4;0.1;150.8;o3;14/06/2023;15/06/2023
28009;4;23;12.9;25.2;0.6;189.4;o3;14/06/2023;15/06/2023
45193;4;17.3;9.6;16.4;0.4;170.9;o3;14/06/2023;15/06/2023
28222;4;22.3;12.5;20.4;0.4;171;o3;14/06/2023;15/06/2023
28273;4;19.7;11.5;17.6;0.3;167.9;o3;14/06/2023;15/06/2023
18075;4;14.2;7.9;13.1;0.5;136.7;o3;14/06/2023;15/06/2023
36224;4;14.6;8.7;13.8;0.2;143.7;o3;14/06/2023;15/06/2023
28263;4;23.4;13.2;21.3;0.4;166.5;o3;14/06/2023;15/06/2023
36214;4;14.1;8.9;11.4;0.1;146;o3;14/06/2023;15/06/2023
28316;4;23.8;13.5;20.4;0.4;168;o3;14/06/2023;15/06/2023
28048;4;22.4;12.6;20.9;0.4;171.1;o3;14/06/2023;15/06/2023
41004;4;17.1;10.1;16.1;0.2;146.6;o3;14/06/2023;15/06/2023
36140;4;16;9.3;13.6;0.2;142.4;o3;14/06/2023;15/06/2023
28193;4;22.6;12.6;22.8;0.5;163.3;o3;14/06/2023;15/06/2023
45262;4;20.8;11.7;21.7;0.4;163.1;o3;14/06/2023;15/06/2023
45235;4;19.2;10.7;19.8;0.5;168.7;o3;14/06/2023;15/06/2023
41063;4;15.2;9.2;14.9;0.2;146.5;o3;14/06/2023;15/06/2023
41280;4;16.1;9.8;16;0.2;150.2;o3;14/06/2023;15/06/2023
37078;4;15.1;8.6;14.6;0.1;151.4;o3;14/06/2023;15/06/2023
41206;4;16.7;10;18.9;0.3;147.1;o3;14/06/2023;15/06/2023
41160;4;16.5;9.8;14.4;0.3;148.9;o3;14/06/2023;15/06/2023
28119;4;20.4;11.8;16.3;0.3;166.7;o3;14/06/2023;15/06/2023
28021;4;22.2;12.6;18.8;0.4;169.5;o3;14/06/2023;15/06/2023
28326;4;21.8;12.4;18.7;0.4;169.8;o3;14/06/2023;15/06/2023
45215;4;18.8;9;17.2;0.5;167.4;o3;14/06/2023;15/06/2023
41293;4;17.9;10.4;16.9;0.3;147.6;o3;14/06/2023;15/06/2023
37233;4;18.7;10.8;31.9;0.6;160.5;o3;14/06/2023;15/06/2023
37217;4;18.4;10.7;17.6;0.3;157.2;o3;14/06/2023;15/06/2023
18105;4;15;8.3;13.8;0.2;135.1;o3;14/06/2023;15/06/2023
45276;4;14.8;7.4;15.7;0.3;154.5;o3;14/06/2023;15/06/2023
37082;4;18.3;11.3;13.8;0.1;149.6;o3;14/06/2023;15/06/2023
45289;4;20.5;11.1;19.2;0.5;181;o3;14/06/2023;15/06/2023
36144;4;16.9;9.9;12.9;0.1;148.7;o3;14/06/2023;15/06/2023
28366;4;22.3;12.5;21.7;0.5;174.6;o3;14/06/2023;15/06/2023
28032;4;22.5;12.6;20.9;0.5;170.7;o3;14/06/2023;15/06/2023
37156;4;16.3;9.4;16.5;0.2;150.7;o3;14/06/2023;15/06/2023
41135;4;15.6;9.4;14.4;0.2;148.5;o3;14/06/2023;15/06/2023
28096;4;22.8;12.6;21.2;0.4;162.5;o3;14/06/2023;15/06/2023
45094;4;17.7;6.9;16.9;0.3;148.7;o3;14/06/2023;15/06/2023
45103;4;18.6;8.5;18.2;0.6;159.8;o3;14/06/2023;15/06/2023
36005;4;16.5;9.9;15.2;0.2;151.3;o3;14/06/2023;15/06/2023
45005;4;22.6;12.6;25.7;0.6;182.2;o3;14/06/2023;15/06/2023
28221;4;22;12.2;24.1;0.4;175.7;o3;14/06/2023;15/06/2023
41211;4;16.1;9.5;14.2;0.2;147.6;o3;14/06/2023;15/06/2023
36225;4;15.5;8.9;13.2;0.1;149.2;o3;14/06/2023;15/06/2023
45019;4;18.1;10.4;17.1;0.3;162.2;o3;14/06/2023;15/06/2023
37268;4;15.9;9.6;15.5;0.2;142.5;o3;14/06/2023;15/06/2023
41276;4;16.8;10;18.7;0.3;146.4;o3;14/06/2023;15/06/2023
41166;4;14.7;9.1;14.3;0.2;147;o3;14/06/2023;15/06/2023
41136;4;16.8;9.9;17.9;0.3;146.9;o3;14/06/2023;15/06/2023
28104;4;22.1;12.5;21.9;0.5;168.1;o3;14/06/2023;15/06/2023
28218;4;23;13;25.4;0.5;169.3;o3;14/06/2023;15/06/2023
45254;4;15.4;7.8;15.9;0.3;156.9;o3;14/06/2023;15/06/2023
41222;4;15.3;9.4;14.8;0.1;149.1;o3;14/06/2023;15/06/2023
45233;4;19.1;9.1;18.8;0.6;166.8;o3;14/06/2023;15/06/2023
28045;4;23.2;12.9;21.7;0.5;166;o3;14/06/2023;15/06/2023
41255;4;17.2;10.1;16.1;0.2;146.8;o3;14/06/2023;15/06/2023
37052;4;16.8;9.7;15.8;0.2;149.8;o3;14/06/2023;15/06/2023
18038;4;14.1;8.5;14.4;0.1;137;o3;14/06/2023;15/06/2023
36233;4;16.1;9.6;15.9;0.2;148.2;o3;14/06/2023;15/06/2023
18267;4;16.1;9.5;23.5;0.3;136.6;o3;14/06/2023;15/06/2023
28036;4;22.7;12.6;21.1;0.5;162.5;o3;14/06/2023;15/06/2023
28098;4;22.9;12.8;23.1;0.5;165.2;o3;14/06/2023;15/06/2023
18194;4;15.6;8.4;12.9;0.2;135.7;o3;14/06/2023;15/06/2023
28039;4;22.1;12.5;21.5;0.5;172.1;o3;14/06/2023;15/06/2023
45028;4;17.7;10.2;17.5;0.3;161.2;o3;14/06/2023;15/06/2023
28178;4;22.8;12.7;23.1;0.5;164.5;o3;14/06/2023;15/06/2023
45042;4;16.8;8.5;16.2;0.3;162.8;o3;14/06/2023;15/06/2023
45189;4;17.5;7.2;16.3;0.3;151.5;o3;14/06/2023;15/06/2023
45018;4;18.8;8.7;18.2;0.6;162.3;o3;14/06/2023;15/06/2023
45296;4;20.5;11.5;19.3;0.4;162.8;o3;14/06/2023;15/06/2023
41006;4;18.5;10.7;17.2;0.3;148.2;o3;14/06/2023;15/06/2023
28132;4;21.1;11.9;18.2;0.4;173.8;o3;14/06/2023;15/06/2023
37198;4;17;10.5;16.5;0.1;151.8;o3;14/06/2023;15/06/2023
45012;4;20.3;11;22.1;0.5;177;o3;14/06/2023;15/06/2023
41040;4;16.9;9.8;15.1;0.3;146.2;o3;14/06/2023;15/06/2023
28198;4;20.9;11.8;18.9;0.4;173.9;o3;14/06/2023;15/06/2023
18247;4;15.7;8.9;14.1;0.1;136.8;o3;14/06/2023;15/06/2023
41182;4;17.7;10.2;15.8;0.3;147.1;o3;14/06/2023;15/06/2023
28293;4;22.8;12.6;21.1;0.4;162.8;o3;14/06/2023;15/06/2023
36120;4;15.3;9.3;13.3;0.2;150.5;o3;14/06/2023;15/06/2023
45284;4;20;11.2;27.7;0.6;175.2;o3;14/06/2023;15/06/2023
45231;4;21.2;11.5;21.7;0.6;181.3;o3;14/06/2023;15/06/2023
37090;4;16.2;9.8;14.3;0.1;144.7;o3;14/06/2023;15/06/2023
37280;4;15.1;8.7;14.4;0.1;151.1;o3;14/06/2023;15/06/2023
36105;4;14.4;8.5;13;0.1;145.4;o3;14/06/2023;15/06/2023
18118;4;14.6;8;12.8;0.4;136.5;o3;14/06/2023;15/06/2023
41083;4;15.6;9.3;15;0.2;149.4;o3;14/06/2023;15/06/2023
28248;4;23.2;13.1;18.6;0.5;165.3;o3;14/06/2023;15/06/2023
28341;4;22.9;12.9;19.3;0.5;165.9;o3;14/06/2023;15/06/2023
28049;4;22.2;12.5;19;0.4;171;o3;14/06/2023;15/06/2023
28351;4;23;12.9;19.1;0.5;165.7;o3;14/06/2023;15/06/2023
45220;4;19.1;9.5;17.9;0.5;175.1;o3;14/06/2023;15/06/2023
45207;4;18.4;8.1;18.1;0.5;156.7;o3;14/06/2023;15/06/2023
37139;4;18.5;10.7;21;0.3;159.8;o3;14/06/2023;15/06/2023
45035;4;19;9.3;17.5;0.5;173.2;o3;14/06/2023;15/06/2023
45247;4;18;7.9;17.8;0.5;155.8;o3;14/06/2023;15/06/2023
18093;4;13.6;8.4;14.1;0.1;136.7;o3;14/06/2023;15/06/2023
36161;4;16;9.5;13.7;0.1;146.4;o3;14/06/2023;15/06/2023
37016;4;15.2;8.9;14.5;0.1;149.8;o3;14/06/2023;15/06/2023
37119;4;15.7;9.7;15.8;0.1;143.4;o3;14/06/2023;15/06/2023
41223;4;17;9.9;16.6;0.3;145.5;o3;14/06/2023;15/06/2023
28026;4;23;12.9;25.6;0.6;189.1;o3;14/06/2023;15/06/2023
45183;4;21.5;11.8;22.8;0.6;180.8;o3;14/06/2023;15/06/2023
36026;4;16.9;9.6;14.2;0.2;142.8;o3;14/06/2023;15/06/2023
28374;4;22.5;12.6;18.9;0.5;165.9;o3;14/06/2023;15/06/2023
41014;4;17.2;10.2;15.3;0.3;145.3;o3;14/06/2023;15/06/2023
36212;4;15.8;9.1;12.8;0.1;149.3;o3;14/06/2023;15/06/2023
18255;4;15.3;9.2;18.2;0.2;137.8;o3;14/06/2023;15/06/2023
45166;4;20.4;11.4;22.2;0.5;169;o3;14/06/2023;15/06/2023
36243;4;15.8;9.1;13.1;0.1;149.2;o3;14/06/2023;15/06/2023
41029;4;16.7;10;16.1;0.3;147;o3;14/06/2023;15/06/2023
41290;4;17.7;10.2;15.6;0.3;146.8;o3;14/06/2023;15/06/2023
28337;4;22.4;12.6;19.8;0.4;168.7;o3;14/06/2023;15/06/2023
28116;4;22.4;12.6;17.9;0.4;168;o3;14/06/2023;15/06/2023
28054;4;22.7;12.7;19.4;0.5;165.8;o3;14/06/2023;15/06/2023
45213;4;17.1;8.1;16.1;0.4;160;o3;14/06/2023;15/06/2023
45348;4;19.5;9.8;19.3;0.5;176.2;o3;14/06/2023;15/06/2023
45208;4;17.9;7.8;17.9;0.4;154.7;o3;14/06/2023;15/06/2023
28252;4;20;11.7;17.3;0.3;167.1;o3;14/06/2023;15/06/2023
28270;4;22;12.3;18.3;0.3;172.9;o3;14/06/2023;15/06/2023
37207;4;18.7;10.9;15.6;0.2;147.9;o3;14/06/2023;15/06/2023
37036;4;17.6;10.8;19.5;0.1;154.2;o3;14/06/2023;15/06/2023
45008;4;21.3;11.7;24.1;0.5;180.3;o3;14/06/2023;15/06/2023
45260;4;19.7;10.2;20.2;0.5;174.7;o3;14/06/2023;15/06/2023
28321;4;22.7;12.6;20.8;0.4;164.1;o3;14/06/2023;15/06/2023
45153;4;17.2;9.1;17.4;0.4;170;o3;14/06/2023;15/06/2023
45045;4;19.5;9.8;18.9;0.5;176.9;o3;14/06/2023;15/06/2023
45097;4;16.6;6.8;16.7;0.2;148;o3;14/06/2023;15/06/2023
36073;4;14;8.7;12.4;0.1;143.2;o3;14/06/2023;15/06/2023
37103;4;15.1;8.6;14.3;0.1;151.3;o3;14/06/2023;15/06/2023
37174;4;16.5;9.7;19.4;0.2;143.2;o3;14/06/2023;15/06/2023
41144;4;16.3;9.5;14.5;0.2;147.8;o3;14/06/2023;15/06/2023
36187;4;13.9;8.7;11.3;0.1;144.1;o3;14/06/2023;15/06/2023
45121;4;15.2;6.9;15.8;0.2;150.2;o3;14/06/2023;15/06/2023
45250;4;17.6;6.9;16.6;0.3;149.3;o3;14/06/2023;15/06/2023
28126;4;21.4;12.1;17.9;0.3;173.5;o3;14/06/2023;15/06/2023
41090;4;16.9;10;15.9;0.3;147.1;o3;14/06/2023;15/06/2023
18254;4;16;9.3;19.5;0.2;137.1;o3;14/06/2023;15/06/2023
18214;4;15.9;9.8;18.6;0.2;147;o3;14/06/2023;15/06/2023
45253;4;20;10.6;20.6;0.5;179.1;o3;14/06/2023;15/06/2023
36172;4;16.3;9.6;12.7;0.1;147.2;o3;14/06/2023;15/06/2023
18133;4;14.6;8.9;13.7;0.2;139.6;o3;14/06/2023;15/06/2023
41196;4;18.1;10.7;15.8;0.3;147.1;o3;14/06/2023;15/06/2023
28426;4;22.9;12.7;23.9;0.5;173.8;o3;14/06/2023;15/06/2023
45330;4;20.9;11.4;20.6;0.5;181.3;o3;14/06/2023;15/06/2023
41051;4;16.1;9.5;13.7;0.2;147.5;o3;14/06/2023;15/06/2023
28151;4;23.4;13.2;20;0.4;166.6;o3;14/06/2023;15/06/2023
28143;4;23.2;12.9;20.8;0.5;166;o3;14/06/2023;15/06/2023
28118;4;22.4;12.6;19.8;0.5;165;o3;14/06/2023;15/06/2023
45223;4;18.8;9.1;16.9;0.4;170.5;o3;14/06/2023;15/06/2023
37150;4;18.5;10.9;15.6;0.2;156.2;o3;14/06/2023;15/06/2023
18173;4;15.1;8.6;13.3;0.2;137;o3;14/06/2023;15/06/2023
36052;4;15.3;9;13.4;0.1;143.1;o3;14/06/2023;15/06/2023
45224;4;20.3;10.9;18.7;0.5;180.4;o3;14/06/2023;15/06/2023
37050;4;18.4;10.7;30;0.4;164.3;o3;14/06/2023;15/06/2023
45342;4;20.5;11;19;0.5;181.3;o3;14/06/2023;15/06/2023
28253;4;22.6;12.7;21.4;0.4;169.8;o3;14/06/2023;15/06/2023
28078;4;19.7;11.5;15.7;0.3;171.3;o3;14/06/2023;15/06/2023
37146;4;17.4;10.7;21.9;0.1;154.6;o3;14/06/2023;15/06/2023
45093;4;20.6;11.4;23.3;0.5;179.9;o3;14/06/2023;15/06/2023
45291;4;15.1;7.6;15.9;0.3;154.8;o3;14/06/2023;15/06/2023
36059;4;15.2;9;13.2;0.2;143.4;o3;14/06/2023;15/06/2023
45072;4;19.4;10.5;17.3;0.5;179.6;o3;14/06/2023;15/06/2023
37099;4;17.1;10.1;20;0.2;151.4;o3;14/06/2023;15/06/2023
37199;4;16.1;9.8;18.9;0.1;142.8;o3;14/06/2023;15/06/2023
41174;4;17.5;10.2;15.8;0.3;146.4;o3;14/06/2023;15/06/2023
36012;4;13.6;8.7;11.7;0.1;144.9;o3;14/06/2023;15/06/2023
28082;4;22.7;12.7;20.3;0.5;165.4;o3;14/06/2023;15/06/2023
45345;4;17.7;7.9;17.7;0.4;155.8;o3;14/06/2023;15/06/2023
45109;4;18.9;10.8;17.7;0.3;162.1;o3;14/06/2023;15/06/2023
28400;4;21.1;12;18.7;0.3;173.9;o3;14/06/2023;15/06/2023
37160;4;17.5;10;16.6;0.2;147.2;o3;14/06/2023;15/06/2023
41274;4;17.7;10.3;16.4;0.2;147.5;o3;14/06/2023;15/06/2023
18245;4;13.7;8.5;14.6;0.1;136.7;o3;14/06/2023;15/06/2023
18221;4;14;8.5;14.1;0.1;137.5;o3;14/06/2023;15/06/2023
36195;4;15.4;9.1;14;0.1;142.8;o3;14/06/2023;15/06/2023
36170;4;15.6;9.3;13.7;0.1;146.3;o3;14/06/2023;15/06/2023
45127;4;18.2;7.4;18.2;0.5;152.3;o3;14/06/2023;15/06/2023
28095;4;22.3;12.6;18.9;0.4;169;o3;14/06/2023;15/06/2023
36215;4;15.2;9;12.5;0.1;143.4;o3;14/06/2023;15/06/2023
37260;4;15.8;9.6;14.6;0.2;143.1;o3;14/06/2023;15/06/2023
45055;4;20;11.2;20.9;0.4;165.4;o3;14/06/2023;15/06/2023
45137;4;20;10.5;19.5;0.5;178.7;o3;14/06/2023;15/06/2023
28303;4;22;12.1;24.9;0.5;184;o3;14/06/2023;15/06/2023
41105;4;17.5;10.1;17.3;0.3;146.6;o3;14/06/2023;15/06/2023
41077;4;17.9;10.4;15.4;0.3;147.2;o3;14/06/2023;15/06/2023
45273;4;18.1;9.5;16.6;0.4;172.8;o3;14/06/2023;15/06/2023
28310;4;23.2;13.1;17.8;0.4;166.9;o3;14/06/2023;15/06/2023
28216;4;23.2;12.9;22.4;0.5;166;o3;14/06/2023;15/06/2023
28372;4;22.2;12.4;19;0.4;166.7;o3;14/06/2023;15/06/2023
18014;4;16.1;8;14.8;0.2;137.4;o3;14/06/2023;15/06/2023
18026;4;15.7;7.7;15.8;0.2;137.4;o3;14/06/2023;15/06/2023
45064;4;15.1;7.7;14.9;0.3;154.4;o3;14/06/2023;15/06/2023
45078;4;18.3;8.2;17.7;0.5;157.4;o3;14/06/2023;15/06/2023
45022;4;19;9.3;17.9;0.5;171.3;o3;14/06/2023;15/06/2023
45339;4;18.3;8.4;17.3;0.5;158.3;o3;14/06/2023;15/06/2023
36184;4;14.5;8.8;13.1;0.1;143;o3;14/06/2023;15/06/2023
37040;4;15.8;9.8;15.4;0.1;143.6;o3;14/06/2023;15/06/2023
37225;4;15.8;9.4;15.6;0.2;150.3;o3;14/06/2023;15/06/2023
37271;4;16.2;9.8;15.3;0.1;146.7;o3;14/06/2023;15/06/2023
36129;4;14.8;9;13.3;0.2;149.7;o3;14/06/2023;15/06/2023
45177;4;19.8;10.2;19.6;0.5;177.7;o3;14/06/2023;15/06/2023
28025;4;22.7;12.6;25.5;0.6;191.3;o3;14/06/2023;15/06/2023
36049;4;14.2;8.8;11.1;0.1;145;o3;14/06/2023;15/06/2023
41080;4;15.7;9.4;14.1;0.2;146.3;o3;14/06/2023;15/06/2023
41107;4;17.6;10.1;16.8;0.3;147.6;o3;14/06/2023;15/06/2023
28268;4;22.7;12.7;24.5;0.5;182.9;o3;14/06/2023;15/06/2023
45002;4;15.3;6.8;16.1;0.2;148.7;o3;14/06/2023;15/06/2023
41039;4;17.5;10.2;17.1;0.3;146.7;o3;14/06/2023;15/06/2023
28290;4;22.2;12.5;18.2;0.4;168.5;o3;14/06/2023;15/06/2023
28401;4;22.6;12.8;16.6;0.3;166.1;o3;14/06/2023;15/06/2023
28369;4;23.2;13;20.6;0.5;165.7;o3;14/06/2023;15/06/2023
45030;4;18.9;9;17.9;0.5;166.3;o3;14/06/2023;15/06/2023
41038;4;16;9.7;15.2;0.2;150.1;o3;14/06/2023;15/06/2023
36023;4;16.7;9.5;12.9;0.2;142.7;o3;14/06/2023;15/06/2023
18044;4;15.6;9.5;15.2;0.2;145.1;o3;14/06/2023;15/06/2023
36218;4;15.7;9.1;12.9;0.1;148.5;o3;14/06/2023;15/06/2023
37015;4;15.9;9.4;16.6;0.2;151.1;o3;14/06/2023;15/06/2023
18094;4;14.3;7.7;14.5;0.2;136.4;o3;14/06/2023;15/06/2023
36150;4;13.3;8.6;13;0.1;143.2;o3;14/06/2023;15/06/2023
45277;4;15.9;8.2;15.2;0.3;158.2;o3;14/06/2023;15/06/2023
28347;4;22.5;12.5;21.9;0.5;162.9;o3;14/06/2023;15/06/2023
28319;4;22.9;12.8;25.8;0.6;192;o3;14/06/2023;15/06/2023
45059;4;19.1;10.7;19.1;0.4;164;o3;14/06/2023;15/06/2023
36136;4;15.7;8.9;13.3;0.1;148.8;o3;14/06/2023;15/06/2023
36014;4;13.9;8.8;11.9;0.1;145;o3;14/06/2023;15/06/2023
36048;4;14.9;9.1;12.8;0.1;146;o3;14/06/2023;15/06/2023
37190;4;17;10;19.5;0.2;142.4;o3;14/06/2023;15/06/2023
41054;4;15.1;9.2;14.1;0.2;146.5;o3;14/06/2023;15/06/2023
45173;4;17.5;9.5;16.4;0.4;171.2;o3;14/06/2023;15/06/2023
28030;4;23.5;13.3;21.1;0.4;167.2;o3;14/06/2023;15/06/2023
28175;4;20.8;12.1;15.3;0.3;166.6;o3;14/06/2023;15/06/2023
28203;4;22.4;12.7;17.7;0.4;167.4;o3;14/06/2023;15/06/2023
28102;4;22.4;12.6;18.7;0.5;167.3;o3;14/06/2023;15/06/2023
45297;4;16.5;8.6;16.3;0.3;162.4;o3;14/06/2023;15/06/2023
18125;4;15.5;7.6;15.7;0.2;137.1;o3;14/06/2023;15/06/2023
37077;4;18.2;10.8;16.7;0.2;154.5;o3;14/06/2023;15/06/2023
18042;4;14.1;8.5;13.9;0.1;137.1;o3;14/06/2023;15/06/2023
36169;4;15;9;12.7;0.1;143.8;o3;14/06/2023;15/06/2023
18172;4;13.6;8.6;17.8;0.1;137.2;o3;14/06/2023;15/06/2023
36154;4;15.4;9.3;14;0.1;146.3;o3;14/06/2023;15/06/2023
28061;4;20.8;11.9;17.8;0.3;169.4;o3;14/06/2023;15/06/2023
45201;4;17.5;6.9;16.4;0.2;147.9;o3;14/06/2023;15/06/2023
28392;4;22.9;12.7;26.3;0.5;186.7;o3;14/06/2023;15/06/2023
45333;4;18.9;10.1;18.1;0.5;176.3;o3;14/06/2023;15/06/2023
37023;4;14.8;8.9;14;0.1;147.7;o3;14/06/2023;15/06/2023
36107;4;15.7;9.3;14.6;0.2;146.1;o3;14/06/2023;15/06/2023
37168;4;15.3;8.8;15.4;0.2;151;o3;14/06/2023;15/06/2023
45344;4;17.8;10.2;17.4;0.3;161.2;o3;14/06/2023;15/06/2023
41281;4;17.2;10;14.9;0.3;146.2;o3;14/06/2023;15/06/2023
37193;4;18.3;11.3;17.4;0.2;148.5;o3;14/06/2023;15/06/2023
45123;4;17.4;9.5;16.2;0.4;170.9;o3;14/06/2023;15/06/2023
28404;4;23.7;13.3;28.2;0.6;166.1;o3;14/06/2023;15/06/2023
28090;4;23.5;13.2;18.9;0.4;166.4;o3;14/06/2023;15/06/2023
45293;4;18.1;8.1;17.4;0.5;156.8;o3;14/06/2023;15/06/2023
41024;4;17.4;10.4;15.5;0.3;146.1;o3;14/06/2023;15/06/2023
41088;4;18;10.6;15.7;0.3;147.3;o3;14/06/2023;15/06/2023
18235;4;15.3;8.6;14.7;0.2;135.9;o3;14/06/2023;15/06/2023
18244;4;15.5;9.1;13.5;0.1;141.4;o3;14/06/2023;15/06/2023
18228;4;15.5;9.2;13.3;0.1;147;o3;14/06/2023;15/06/2023
36075;4;16.4;9.4;13.2;0.2;143.7;o3;14/06/2023;15/06/2023
18191;4;15.5;8.7;13.6;0.2;136.8;o3;14/06/2023;15/06/2023
36047;4;13.2;8.6;12.7;0.2;138.9;o3;14/06/2023;15/06/2023
28336;4;21.8;12.4;17.2;0.4;168.4;o3;14/06/2023;15/06/2023
28142;4;22.1;12.5;19.5;0.4;170.8;o3;14/06/2023;15/06/2023
28085;4;23.1;13.1;26.5;0.5;169.5;o3;14/06/2023;15/06/2023
45314;4;19.4;10;17.2;0.4;178.7;o3;14/06/2023;15/06/2023
28235;4;22.7;12.6;22.9;0.5;163.5;o3;14/06/2023;15/06/2023
45197;4;18.9;10.2;17.7;0.5;176.8;o3;14/06/2023;15/06/2023
28367;4;22.4;12.3;25.8;0.5;188.8;o3;14/06/2023;15/06/2023
45286;4;20.3;11.4;29.4;0.6;170.5;o3;14/06/2023;15/06/2023
37049;4;15.6;9.2;14.7;0.1;149.8;o3;14/06/2023;15/06/2023
37262;4;16.1;9.8;18.5;0.1;143.4;o3;14/06/2023;15/06/2023
37071;4;15.8;9.6;15.8;0.1;143.1;o3;14/06/2023;15/06/2023
41057;4;17.9;10.4;15.2;0.3;146.9;o3;14/06/2023;15/06/2023
28074;4;22.4;12.6;22.7;0.5;179.6;o3;14/06/2023;15/06/2023
28285;4;22.1;12.5;21.6;0.5;171.9;o3;14/06/2023;15/06/2023
28184;4;22.9;12.8;25.4;0.5;184.4;o3;14/06/2023;15/06/2023
45225;4;19.2;9.4;18.9;0.5;170.4;o3;14/06/2023;15/06/2023
41132;4;15.5;9.3;14.5;0.2;147.8;o3;14/06/2023;15/06/2023
28292;4;22.6;12.6;20.8;0.5;164.9;o3;14/06/2023;15/06/2023
28308;4;23.2;13;20.3;0.5;166.3;o3;14/06/2023;15/06/2023
28141;4;22.4;12.6;20.6;0.4;170.2;o3;14/06/2023;15/06/2023
28388;4;22.7;12.8;21.9;0.4;169.4;o3;14/06/2023;15/06/2023
45079;4;15.2;6.7;16.3;0.2;147.9;o3;14/06/2023;15/06/2023
45268;4;16.2;8.3;15.9;0.3;159.5;o3;14/06/2023;15/06/2023
18020;4;15.2;7.7;15.6;0.2;136.8;o3;14/06/2023;15/06/2023
45110;4;19.2;9.5;18.3;0.5;175.2;o3;14/06/2023;15/06/2023
45256;4;18;8.2;16.9;0.5;157.6;o3;14/06/2023;15/06/2023
45176;4;18.7;8.7;17.7;0.5;161.8;o3;14/06/2023;15/06/2023
41123;4;18.2;10.5;15.8;0.3;147.8;o3;14/06/2023;15/06/2023
28259;4;22;12.3;18.5;0.4;172.7;o3;14/06/2023;15/06/2023
41214;4;17.9;10.5;16.4;0.3;147.5;o3;14/06/2023;15/06/2023
41060;4;17.9;10.5;15.2;0.3;144.8;o3;14/06/2023;15/06/2023
41124;4;17.9;10.3;17.2;0.3;147.8;o3;14/06/2023;15/06/2023
18289;4;15.1;8.7;13.4;0.1;136.7;o3;14/06/2023;15/06/2023
18104;4;14.5;7.9;14.1;0.2;136;o3;14/06/2023;15/06/2023
36041;4;15.9;9.3;13.8;0.2;144.4;o3;14/06/2023;15/06/2023
28040;4;22.5;12.7;18;0.4;167.3;o3;14/06/2023;15/06/2023
41190;4;17.1;10.1;15.8;0.3;146.3;o3;14/06/2023;15/06/2023
28019;4;22.4;12.3;25.3;0.5;182.9;o3;14/06/2023;15/06/2023
36203;4;15.1;8.8;12.8;0.1;149.2;o3;14/06/2023;15/06/2023
41138;4;16.9;10;16.1;0.3;145.9;o3;14/06/2023;15/06/2023
45217;4;20.8;11.4;23.1;0.6;179.7;o3;14/06/2023;15/06/2023
45210;4;16.3;7.2;16.1;0.3;152.2;o3;14/06/2023;15/06/2023
18008;4;14.7;9;16.6;0.2;137.1;o3;14/06/2023;15/06/2023
45311;4;17.3;9.2;17.4;0.4;170.5;o3;14/06/2023;15/06/2023
28013;4;22.4;12.6;23.1;0.5;182.2;o3;14/06/2023;15/06/2023
45252;4;19.8;10.3;20.4;0.5;176.7;o3;14/06/2023;15/06/2023
28070;4;22.5;12.7;23.3;0.5;168.1;o3;14/06/2023;15/06/2023
36242;4;16.3;9.4;13.2;0.1;147.3;o3;14/06/2023;15/06/2023
37201;4;17.5;10.7;17.6;0.2;145.4;o3;14/06/2023;15/06/2023
18282;4;15.2;8.5;13.7;0.2;135.4;o3;14/06/2023;15/06/2023
45066;4;17.8;8.3;16.6;0.4;159.4;o3;14/06/2023;15/06/2023
36133;4;14.5;9;11.8;0.1;147.7;o3;14/06/2023;15/06/2023
41172;4;18.6;10.8;17;0.3;149;o3;14/06/2023;15/06/2023
45313;4;21.3;11.8;23.6;0.5;170.8;o3;14/06/2023;15/06/2023
45285;4;20.1;11.2;25.4;0.5;170.1;o3;14/06/2023;15/06/2023
37073;4;16.1;9.5;13.8;0.2;147.9;o3;14/06/2023;15/06/2023
36213;4;14.7;8.8;15;0.2;142.8;o3;14/06/2023;15/06/2023
37048;4;15.2;8.9;13.2;0.2;148.1;o3;14/06/2023;15/06/2023
45265;4;17.5;6.8;16.6;0.2;147.4;o3;14/06/2023;15/06/2023
28076;4;22.7;12.7;21.9;0.5;164.5;o3;14/06/2023;15/06/2023
28055;4;22.5;12.6;18.9;0.5;165.4;o3;14/06/2023;15/06/2023
28084;4;22.1;12.5;18.9;0.5;167.3;o3;14/06/2023;15/06/2023
28003;4;23.3;13;23.9;0.5;166;o3;14/06/2023;15/06/2023
45102;4;17.2;7.6;17.4;0.4;153.9;o3;14/06/2023;15/06/2023
45156;4;18.2;7.7;18;0.5;154.2;o3;14/06/2023;15/06/2023
28396;4;21.5;12.1;17.7;0.3;172.2;o3;14/06/2023;15/06/2023
28306;4;22.1;12.4;18.3;0.3;172.8;o3;14/06/2023;15/06/2023
45320;4;20.9;11.5;23.7;0.6;179.3;o3;14/06/2023;15/06/2023
28391;4;22.3;12.3;24.8;0.6;191.8;o3;14/06/2023;15/06/2023
28390;4;22.8;12.6;24.5;0.5;174.2;o3;14/06/2023;15/06/2023
